domain,name,country,city,category,estimated_monthly_sales,currency,plus,payments,discovered_at,email
the-disturbed-gentleman.myshopify.com,The Disturbed Gentleman,ZA,Pretoria,Apparel,50,ZAR,false,,,
square-mate.myshopify.com,square-mate.myshopify.com,ZA,Mbombela,Electronics,50,ZAR,false,,,
fabart-custom-prints.myshopify.com,fabart-custom-prints.myshopify.com,ZA,George,Toys & Hobbies,50,ZAR,false,,,info@fabart.co.za
firemanufacturingjewellers.com,Fire Manufacturing Jewellers,ZA,Cape Town,Apparel,50,ZAR,false,,,
faw-wesside.myshopify.com,FAW Newlands,ZA,Randburg,Autos & Vehicles,50,ZAR,false,,,wessidefaw@gmail.com
ushopsmart.myshopify.com,Ya Matcha!,ZA,Cape Town,Food & Drink,50,ZAR,false,,,
symmetrybespokebeauty.co.za,www.symmetrybespokebeauty.co.za,ZA,Johannesburg,Beauty & Fitness,50,ZAR,false,,,
timber-8.myshopify.com,Timber,ZA,Randburg,Home & Garden,50,ZAR,false,,,
the-journeyman.myshopify.com,The Journeyman,ZA,Durban,Home & Garden,50,ZAR,false,,,
sand-dollar-2.myshopify.com,Sand Dollar,ZA,Cape Town,Antiques & Collectibles,50,ZAR,false,,,
jackiestravel.co.za,Jackie Hopcroft,ZA,Johannesburg,Travel,50,ZAR,false,,,
burger-box-2.myshopify.com,Burger Box,ZA,Benoni,Food & Drink,50,ZAR,false,,,
wwbits.myshopify.com,DIY,ZA,Centurion,Home & Garden,50,ZAR,false,,,
racycles.co.za,RA Cycles,ZA,Cape Town,Sports,50,ZAR,false,,,
waterfallhealthfarms.co.za,Waterfall Health Farms,ZA,Paarl,Business & Industrial,50,ZAR,false,,,
cajfuelstop.co.za,www.cajfuelstop.co.za,ZA,Rustenburg,Food & Drink,50,ZAR,false,,,admin@cajpetroleum.co.za
louis-discount.myshopify.com,Louis Wholesale,ZA,Pretoria,Home & Garden,50,ZAR,false,,,
cignalhill-partners.myshopify.com,cignalhill-partners.myshopify.com,ZA,Welkom,Photo & Video Services,50,ZAR,false,,,
sbwlshop.myshopify.com,sbwlshop.myshopify.com,ZA,Gqeberha,Food & Drink,50,ZAR,false,,,sbwlstore@gmail.com
wayne-prodtest7.myshopify.com,prodtest7,ZA,Pretoria,People & Society,50,ZAR,false,,,
tessa-10.myshopify.com,Tessa,ZA,Pretoria,Apparel,50,ZAR,false,,,
fox-hou.myshopify.com,fox-hou.myshopify.com,ZA,Cape Town,Home & Garden,50,ZAR,false,,,
wowfixitcoza.myshopify.com,Wowfixit,ZA,Lephalale,Home & Garden,50,ZAR,false,,,info@wow-fixit.co.uk
ukuqala-3.myshopify.com,UkuQala,ZA,,Computers,50,ZAR,false,,,sales@ucgc.co.za
reboni-furniture-manufacturing.myshopify.com,Reboni Furniture Manufacturing,ZA,Centurion,Business & Industrial,50,ZAR,false,,,
cleansemailchimp.myshopify.com,CleanseMailChimp,ZA,Cape Town,Health,50,ZAR,false,,,
thesummerunderground.myshopify.com,thesummerunderground,ZA,Cape Town,Books & Media,50,ZAR,false,,,
shop.ccj.co.za,,ZA,,Sports,,,false,,,
freshcellshampoo.co.za,,ZA,,Beauty & Fitness,,,false,,,info@riteaid.co.za
thehouseofservices.co.za,,ZA,,Business & Industrial,,,false,,,info@thehouseofservices.co.za
exclusivebooks.co.za,,ZA,,Books & Media,,,false,,,info@exclusivebooks.co.za
kodisso.co.za,,ZA,,Business & Industrial,,,false,,,
grainyknots.co.za,GrainyKnots,ZA,,Home & Garden,,ZAR,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),info@grainyknots.co.za
campingtrade.co.za,,ZA,,Travel & Outdoor,,,false,,,
pvnagencies.co.za,,ZA,,Health,,,false,,,ecom-swiper@11.css
mybiomarker.co.za,,ZA,,Health,,,false,,,admin@mybiomarker.co.za
masjidal.co.za,,ZA,,Home & Garden,,,false,,,
anteek.co.za,Where Fire Meets Timber – Anteek,ZA,,Home & Garden,,ZAR,false,,Sat Sep 05 2026 02:00:00 GMT+0200 (South Africa Standard Time),
turfcare.co.za,,ZA,,Home & Garden,,,false,,,
ques.co.za,,ZA,,Apparel,,,false,,,ques@mweb.co.za
allgolf.co.za,allgolf,ZA,,Business & Industrial,,,false,,,
iqskincare.co.za,,ZA,,Beauty & Fitness,,,false,,,advice@iqskin.co.za
cheertail.co.za,cheertail.co.za,ZA,,Pets,,,false,,Wed Aug 05 2026 02:00:00 GMT+0200 (South Africa Standard Time),
salaamatmotors.co.za,,ZA,,Automotive,,,false,,,
tamtowbars.co.za,,ZA,,Automotive,,,false,,,
foodgrown.co.za,,ZA,,Health,,,false,,Wed Sep 09 2026 02:00:00 GMT+0200 (South Africa Standard Time),
jppe.co.za,,ZA,,Jewellery & Accessories,,,false,,,info@jppe.co.za
obsessionauto.co.za,,ZA,,Automotive,,,false,,,obsessionautosa@gmail.com
somax.co.za,SOMAX,ZA,,Health,,ZAR,false,,Fri Sep 04 2026 02:00:00 GMT+0200 (South Africa Standard Time),
playoutdoor.co.za,,ZA,,Sports,,,false,,,sales@playoutdoor.co.za
bcrsuppliers.co.za,,ZA,,Business & Industrial,,,false,,,info@bcrsuppliers.co.za
shedstudios.co.za,,ZA,,Arts & Entertainment,,,false,,,info@shedstudios.co.za
revolutionbeauty.co.za,,ZA,,Beauty & Fitness,,,false,,,
facetjewellery.co.za,,ZA,,Jewellery & Accessories,,,false,,,
ppsv.co.za,,ZA,,Business & Industrial,,,false,,,
atlascorp.co.za,,ZA,,Food & Drink,,,false,,,
yordiamond.co.za,,ZA,,Jewellery & Accessories,,,false,,,
fingerprinttrees.co.za,,ZA,,Arts & Entertainment,,,false,,,fingerprinttreesza@gmail.com
afrikaconnect.co.za,,ZA,,Electronics,,,false,,,sales@afrikaconnect.co.za
market.snapscan.co.za,market.snapscan,ZA,,Food & Drink,,,false,,,
rebornsupplies.co.za,,ZA,,Toys & Games,,,false,,,
wheelchairs.co.za,,ZA,,Health,,,false,,,sales@wheelchairs.co.za
strikearc.co.za,,ZA,,Business & Industrial,,,false,,,
kareindustrial.co.za,,ZA,,Business & Industrial,,,false,,,brad@kareindustrial.co.za
binglight.co.za,,ZA,,Electronics,,,false,,,bisettyprasantha@gmail.com
lindiwe-plushies.co.za,,ZA,,,,,false,,,
annab.co.za,,ZA,,Jewellery & Accessories,,,false,,,
wepromise.co.za,,ZA,,,,,false,,,
baskbaysa.co.za,,ZA,,Apparel,,,false,,,support@baskbaysa.co.za
sourcingmagic.co.za,,ZA,,Office,,,false,,,sales@sourcingmagic.co.za
bassonwerksdrag.co.za,,ZA,,Business & Industrial,,,false,,,keshia@bassonworkwear.co.za
watercrewonline.co.za,,ZA,,Business & Industrial,,,false,,Fri Sep 11 2026 02:00:00 GMT+0200 (South Africa Standard Time),
aliceumbrellas.co.za,,ZA,,Travel & Outdoor,,,false,,,info@aliceumbrellas.co.za
hf-stocks.co.za,,ZA,,Sports,,,false,,,
intensedesign.co.za,,ZA,,Business & Industrial,,,false,,Fri Sep 11 2026 02:00:00 GMT+0200 (South Africa Standard Time),
voltlux.co.za,,ZA,,Electronics,,,false,,,
funlife.co.za,,ZA,,Arts & Entertainment,,,false,,,keagan@funlifemedia.co
oliviajewels.co.za,,ZA,,Jewellery & Accessories,,,false,,,
tshenolohealthcaresolutions.co.za,Explore our exclusive range of precision medical supplies and products – Tshenolo,ZA,,Health,,ZAR,false,,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),info@tsenolo.co.za
warmhands.co.za,,ZA,,Health,,,false,,,
megasource.co.za,,ZA,,Business & Industrial,,,false,,,info@megasource.co.za
theskinlabprofessionals.co.za,,ZA,,Beauty & Fitness,,,false,,,info@stagheaddesigns.com
avani.co.za,,ZA,,Other,,,false,,,
nailtherapy.co.za,Nail Therapy,ZA,,,,ZAR,false,,Wed Sep 02 2026 02:00:00 GMT+0200 (South Africa Standard Time),
thedowerhouse.co.za,,ZA,,Home & Garden,,,false,,,
hinterland.co.za,,ZA,,Home & Garden,,,false,,,move@hinterland.co.za
dubaifragrancecompany.co.za,,ZA,,Beauty & Fitness,,,false,,,info@dubaifragrancecompany.co.za
786cosmetics.co.za,,ZA,,Beauty & Fitness,,,false,,,
caninerawfeast.co.za,caninerawfeast,ZA,,Pets,,,false,,,
petriesophay.co.za,,ZA,,Beauty & Fitness,,,false,,,
truefood.co.za,,ZA,,Food & Drink,,,false,,,
sacredliving.co.za,,ZA,,Health,,,false,,,
bugsunlimited.co.za,,ZA,,Baby & Kids,,,false,,,
ackermans.co.za,,ZA,,Apparel,,,false,,,customerservice@tenacityinc.co.za
nbcycles.co.za,,ZA,,Sports,,,false,,,info@stagheaddesigns.com
thetimecapsule.co.za,,ZA,,Books & Media,,,false,,,
ankahome.co.za,,ZA,,Home & Garden,,,false,,,
santaswarehouse.co.za,,ZA,,Home & Garden,,,false,,,info@santaswarehouse.co.za
circulushealth.co.za,,ZA,,Health,,,false,,,info@circulushealth.co.za
anythingdiamonds.co.za,,ZA,,Jewellery & Accessories,,,false,,,anythingdiamonds@gmail.com
oldjail.co.za,,ZA,,Home & Garden,,,false,,,
thevapefactory.co.za,,ZA,,Health,,,false,,,
simplysummer.co.za,,ZA,,Beauty & Fitness,,,false,,,
connectourway.co.za,,ZA,,Electronics,,,false,,,sales@cellcsd.co.za
continentaltakeaways.co.za,,ZA,,Food & Drink,,,false,,,
felasgroup.co.za,,ZA,,Beauty & Fitness,,,false,,,hello@felasgroup.co.za
musclejunkie.co.za,,ZA,,Health,,,false,,,info@musclejunkie.co.za
digitstore.co.za,,ZA,,Automotive,,,false,,,
vapejuiceco.co.za,,ZA,,Electronics,,,false,,,
craftygifts.co.za,,ZA,,Office,,,false,,,
buygoldandsilver.co.za,,ZA,,Jewellery & Accessories,,,false,,,
gardenfreshsa.co.za,,ZA,,Food & Drink,,,false,,,
ilive4fit.co.za,,ZA,,Health,,,false,,,energize@ilive4fit.co.za
dblluxury.co.za,,ZA,,Apparel,,,false,,,
ftbstudios.co.za,,ZA,,Beauty & Fitness,,,false,,,
fluffybunnytactical.co.za,,ZA,,Sports,,,false,,,ecom-swiper@11.css
iotshop.co.za,,ZA,,Electronics,,,false,,,gerhardt@iot360.co.za
sensors.greenwave.co.za,,ZA,,Business & Industrial,,,false,,,info@greenwave.co.za
theartgallery.co.za,,ZA,,Arts & Entertainment,,,false,,,
greatstays.co.za,,ZA,,Travel & Outdoor,,,false,,,
boujeebakes.co.za,,ZA,,Food & Drink,,,false,,,
autok.co.za,,ZA,,Automotive,,,false,,,
southmed.co.za,,ZA,,Health,,,false,,,ecom-swiper@11.css
pute.co.za,,ZA,,Pets,,,false,,,
missmantra.co.za,,ZA,,Jewellery & Accessories,,,false,,,missmantra9@gmail.com
hugsy.co.za,,ZA,,Apparel,,,false,,,
solutiontechnologies.co.za,,ZA,,Electronics,,,false,,,donnafclay@gmail.com\
cecollection.co.za,,ZA,,Home & Garden,,,false,,,
curryqueen.co.za,,ZA,,Food & Drink,,,false,,,info@curryqueens.co.za
bugsboutique.co.za,,ZA,,Apparel,,,false,,,shop@rghs.org.za
mountedgecombelodge.co.za,,ZA,,Travel & Outdoor,,,false,,,mountedgecombe.estatelodge@gmail.com
crane-forestry.co.za,,ZA,,Business & Industrial,,,false,,,cranesales@crane-forestry.co.za
ebonydesign.co.za,,ZA,,Home & Garden,,,false,,,info@ebonycurated.com
beyondstones.co.za,,ZA,,Home & Garden,,,false,,,
daneeldiamonds.co.za,,ZA,,Jewellery & Accessories,,,false,,,info@daneeldiamonds.co.za
watkinsproducts.co.za,,ZA,,Beauty & Fitness,,,false,,,
gssgroup.co.za,,ZA,,Electronics,,,false,,,sales@gssgroup.co.za
coolcanna.co.za,,ZA,,Health,,,false,,,info@coolcanna.co.za
claystudio.co.za,,ZA,,Arts & Entertainment,,,false,,,
thebeautifulroom.co.za,,ZA,,Home & Garden,,,false,,,
nebulaseeds.co.za,,ZA,,Home & Garden,,,false,,,
culturedway.co.za,,ZA,,Food & Drink,,,false,,,info@stagheaddesigns.com
thebridalhouse.co.za,,ZA,,Apparel,,,false,,,hello@thebridalhouse.co.za
incaconcreteproducts.co.za,,ZA,,Business & Industrial,,,false,,,info@incaconcrete.co.za
mmpautomeister.co.za,,ZA,,Automotive,,,false,,,
eastgatecoins.co.za,,ZA,,Jewellery & Accessories,,,false,,,eastgate.stamps@gmail.com
kleen-tex.co.za,,ZA,,Business & Industrial,,,false,,,sales@ktsaonline.co.za
kleinedraken.co.za,,ZA,,Food & Drink,,,false,,,info@kleinedraken.co.za
colourhub.co.za,colourhub,ZA,,Business & Industrial,,,false,,,info@colourhub.co.za
cranktech.co.za,,ZA,,Sports,,,false,,,
relaxenergy.co.za,,ZA,,Electronics,,,false,,,finance@relaxsolar.co.za
hamleys.co.za,,ZA,,Toys & Games,,,false,,,support.hamleys@htoys.co.za
marbetdesign.co.za,,ZA,,Home & Garden,,,false,,,info@marbetdesign.co.za
vitria.co.za,,ZA,,Home & Garden,,,false,,,
lekkervleis.co.za,,ZA,,Food & Drink,,,false,,,
tocc.co.za,The Onyx Chair Collection: Premium office chair suppliers South Africa,ZA,,Office,,ZAR,false,,Mon Aug 31 2026 02:00:00 GMT+0200 (South Africa Standard Time),
reschem.co.za,reschem,ZA,,Health,,,false,,,
qadiri.co.za,,ZA,,Automotive,,,false,,,info@qadiri.co.za
specichem.co.za,,ZA,,Business & Industrial,,,false,,,sales@specichem.co.za
marketanatolia.co.za,,ZA,,Food & Drink,,,false,,,hello@marketanatolia.co.za
lithiumbatteriessa.co.za,,ZA,,Electronics,,,false,,,info@lbsa.co.za
levelshoes.co.za,levelshoes,ZA,,Apparel,,,false,,,levelshoes.sa@gmail.com
goldcorp.co.za,,ZA,,,,,false,,,
investmentcoin.co.za,,ZA,,Jewellery & Accessories,,,false,,,sales@investmentcoin.co.za
bikewise.co.za,,ZA,,Automotive,,,false,,,
greenhaus.co.za,Craft,ZA,,Home & Garden,,,false,,,info@greenhaus.co.za
imdesignsza.co.za,imdesignsza.co.za,ZA,,Jewellery & Accessories,,,false,,Thu Sep 03 2026 02:00:00 GMT+0200 (South Africa Standard Time),imdesigns.za@gmail.com
skyfarmers.co.za,,ZA,,Business & Industrial,,,false,,,info@skyfarmers.co.za
nrl22sa.co.za,,ZA,,Sports,,,false,,,
lamelle.co.za,,ZA,,Beauty & Fitness,,,false,,,
kioni.co.za,,ZA,,Jewellery & Accessories,,,false,,,info@kioni.co.za
floorworx.co.za,,ZA,,Home & Garden,,,false,,,
revlon.co.za,,ZA,,Beauty & Fitness,,,false,,,contact@revlon.co.za
gasinstallations.co.za,,ZA,,Home & Garden,,,false,,,info@gasinstallations.co.za
new-feeling.co.za,,ZA,,Apparel,,,false,,,service@new-feeling.co.za
nuruliman.co.za,,ZA,,Sports,,,false,,,info@nuruliman.co.za
wallpaperbook.co.za,,ZA,,Home & Garden,,,false,,,
wishlisthaus.co.za,,ZA,,Home & Garden,,,false,,,
paarman.co.za,,ZA,,Food & Drink,,,false,,,sarah@paarman.co.za
rocketfrog.co.za,,ZA,,Electronics,,,false,,,
four20sa.co.za,,ZA,,Health,,,false,,,info@four20sa.co.za
theauthentic.shop,theauthentic.shop,ZA,,Baby & Kids,,ZAR,false,,,
capehoneybee.co.za,,ZA,,Food & Drink,,,false,,,orders@capehoneybee.co.za
dressyourtech.co.za,,ZA,,Electronics,,,false,,,hello@dressyourtech.co.za
h2hfencing.co.za,,ZA,,Business & Industrial,,,false,,,
highfivevibe.co.za,,ZA,,Food & Drink,,,false,,,
theglassvenue.co.za,,ZA,,Arts & Entertainment,,,false,,,theglassvenue11@gmail.com
stickerkitz.co.za,,ZA,,Automotive,,,false,,,
youprint.co.za,,ZA,,Office,,,false,,,
offthefloor.co.za,,ZA,,Home & Garden,,,false,,,meghan@mstella.co.za
lofracookers.co.za,,ZA,,Home & Garden,,,false,,,sales@lofracookers.co.za
wholesalecarspares.co.za,,ZA,,Automotive,,,false,,,
ablaze.co.za,,ZA,,Food & Drink,,,false,,,
avalanche.co.za,,ZA,,Toys & Games,,,false,,,info@avalanchetrading.com
nikonschool.co.za,,ZA,,Arts & Entertainment,,,false,,,
studioera.co.za,My Store,ZA,,Arts & Entertainment,,ZAR,false,,,
peptideandglow.co.za,peptideandglow.co.za,ZA,,,,,false,,Sat Aug 29 2026 02:00:00 GMT+0200 (South Africa Standard Time),
acaauto.co.za,,ZA,,Automotive,,,false,,,
digiproducts.co.za,,ZA,,Books & Media,,,false,,,
caremo.co.za,,ZA,,Health,,,false,,,durbanville@caremo.co.za
enforcement.co.za,,ZA,,Business & Industrial,,,false,,Sat Aug 29 2026 02:00:00 GMT+0200 (South Africa Standard Time),
mambane.co.za,,ZA,,Home & Garden,,,false,,,
thesourcery.co.za,,ZA,,Home & Garden,,,false,,,
macclouds.co.za,,ZA,,Electronics,,,false,,,
officeinnovations.co.za,,ZA,,Office,,,false,,,info@officeinnovations.co.za
koolkickz.co.za,koolkickz.co.za,ZA,,Sports,,,false,,Thu Aug 13 2026 02:00:00 GMT+0200 (South Africa Standard Time),
queenpets.co.za,The Queen Pet Shop,ZA,,Pets,,ZAR,false,,,pickpackship@queenpets.co.za
taksimlifestyle.co.za,,ZA,,Home & Garden,,,false,,,
markofmyhand.com,markofmyhand.com,ZA,,Arts & Entertainment,,ZAR,false,,,info@markofmyhand.com
singlesourcesuppliers.co.za,,ZA,,Business & Industrial,,,false,,,sales@singlesourcesuppliers.co.za
ledpumps.co.za,,ZA,,Business & Industrial,,,false,,,
fashionprice.co.za,,ZA,,Apparel,,,false,,,info@fashionprice.co.za
tdsc.co.za,,ZA,,Sports,,,false,,,
theprint.co.za,,ZA,,Apparel,,,false,,,
kakiebosdigitalmarketing.co.za,,ZA,,Business & Industrial,,,false,,,
edgewell.com,,ZA,,Beauty & Fitness,,,false,,,
powrtouch.co.za,,ZA,,Automotive,,,false,,,louis@somill.co.za
nerdystuff.co.za,,ZA,,Apparel,,,false,,,
conceptluxury.co.za,,ZA,,Home & Garden,,,false,,,sales@conceptlux.co.za
budtique.co.za,Budtique,ZA,,Other,,ZAR,false,,,
basilandbamboo.co.za,,ZA,,Home & Garden,,,false,,,
monn.co.za,,ZA,,Home & Garden,,,false,,,
khutjo.co.za,,ZA,,Food & Drink,,,false,,,khutjoyb@gmail.com
123neat.co.za,,ZA,,Health,,,false,,,
iot-shop.co.za,iot-shop.co.za,ZA,,,,,false,,Fri Sep 04 2026 02:00:00 GMT+0200 (South Africa Standard Time),gerhardt@iot360.co.za
omniafitness.co.za,,ZA,,Sports,,,false,,Fri Sep 11 2026 02:00:00 GMT+0200 (South Africa Standard Time),
coliccalm.co.za,,ZA,,Baby & Kids,,,false,,,
duagadgets.co.ke,duagadgets.co.ke,KE,,Electronics,,,false,,Thu Sep 10 2026 02:00:00 GMT+0200 (South Africa Standard Time),
eyerevive.co.za,Eye Revive,ZA,,Health,,ZAR,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
flt-yanghe.co.za,FLT - Yanghe Liquor,ZA,,,,ZAR,false,,Sat Aug 29 2026 02:00:00 GMT+0200 (South Africa Standard Time),
huayisa.co.za,,ZA,,Home & Garden,,,false,,,
