domain,name,country,city,category,estimated_monthly_sales,currency,plus,payments,discovered_at,email
ipanema.co.za,Ipanema South Africa,ZA,Germiston,Jewellery & Accessories,111462.21,ZAR,false,Capitec Pay;PayFast;Payflex;Mobicred;Zapper,,online@ipanema.co.za
gemschoolwear.com,Gem Schoolwear,ZA,Durban,Apparel:,111380.68,ZAR,false,PayFast;Bank Deposit;Mobicred;Zapper;Payflex,,
buttanutt.co.za,ButtaNutt,ZA,Paarl,Food & Drink,111350.64,ZAR,false,PayFast,,info@buttanutt.co.za
standard-beauty.co.za,Standard. beauty,ZA,Lethabong,Beauty & Fitness,111054.52,ZAR,false,Capitec Pay;Payflex;Happy Pay,,info@standard-beauty.co.za
cornubia.consolshop.co.za,The Consol Shop Cornubia,ZA,Mount Edgecombe,Food & Drink,110030.77,ZAR,false,Peach Payments,,cornubiaonline@ardaghgroup.com
woodmead.consolshop.co.za,The Consol Shop Woodmead,ZA,Sandton,Food & Drink,110030.77,ZAR,false,Peach Payments,,woodmeadonline@ardaghgroup.com
stellenbosch.consolshop.co.za,stellenbosch.consolshop.co.za,ZA,Stellenbosch,Home & Garden,110030.77,ZAR,false,Peach Payments,,stellenboschonline@ardaghgroup.com
getmypill.co.za,Get My Pill,ZA,Johannesburg,Health,109749.92,ZAR,false,PayFast,,admin@getmypill.co.za
capegardencentre.co.za,www.capegardencentre.co.za,ZA,Cape Town,Home & Garden,109650.26,ZAR,false,PayFast,,shop@capegardenonline.co.za
bikekings.co.za,Bike Kings,ZA,Pretoria,Sports,109523.42,ZAR,false,PayFast;PayJustNow;Ozow;Mobicred;Zapper;Payflex,,sales@bikekings.co.za
toprocks.com,Toprock Gemstones and Minerals,ZA,Ashburton,Apparel,109396.59,ZAR,false,PayPal;PayFast;Mobicred;Zapper;Payflex,,online@toprocks.com
umbro.co.za,Umbro South Africa,ZA,Johannesburg,Apparel,109097.62,ZAR,false,PayFast,,
rethread.store,Rethread – Rethread Store,ZA,Cape Town,Apparel,108064.8,ZAR,false,Capitec Pay;Payflex;Stitch,,hello@rethread.store
i-spa.co.za,i-spa.co.za,ZA,Krugersdorp,Beauty & Fitness,106733.02,ZAR,false,PayFast;Payflex,,info@i-spa.co.za
thestorestuff.co.za,The Store,ZA,Jeffreys Bay,Apparel,106243.79,ZAR,false,PayFast;PayJustNow;Mobicred;Zapper;Payflex,,support@thestorestuff.co.za
theathletesfoot.co.za,The Athlete's Foot,ZA,Cape Town,Apparel,104857.65,ZAR,false,Capitec Pay;PayJustNow;Payflex,,shop@theathletesfoot.co.za
planethockey.co.za,Planet Hockey,ZA,Knysna,Sports,104042.27,ZAR,false,Peach Payments;Bank Deposit;Payflex,,sales@planethockey.co.za
sloom.co.za,Sloom,ZA,Cape Town,Home & Garden,103960.73,ZAR,false,Apple Pay;Google Pay;Float;Credit Card;PayJustNow;Bank Deposit;Yoco;Stitch,,info@sloom.co.za
houseoffabrosanz.myshopify.com,HOUSE OF FABROSANZ,ZA,Sandton,Apparel,103735.99,ZAR,false,PayFast;PayJustNow;Payflex;Bank Deposit;Mobicred;Zapper,,info@fabrosanz.co.za
neweracap.co.za,www.neweracap.co.za,ZA,Durban,Apparel,103389.97,ZAR,false,PayFast;PayJustNow;Mobicred;Zapper;Payflex,,onlinehelp@neweracap.co.za
heavenlycoffees.com,Heavenly Coffees,ZA,Centurion,Food & Drink,102982.28,ZAR,false,Capitec Pay;PayFast;Bank Deposit;Mobicred;Zapper;Payflex,,info@heavenlycoffees.com
limitedrun.co.za,Limited Run,ZA,Cape Town,Apparel,102166.9,ZAR,false,PayFast;PayJustNow;Payflex;Bank Deposit;Mobicred;Zapper;Instant EFT,,info@limitedrunshop.co.za
karoooutdoor.com,KarooOutdoor Co.– KarooOutdoor.Com,ZA,Napier,Sports,101515.26,ZAR,false,Capitec Pay;PayFast;Payflex;Float;Credit Card;Bank Deposit;Mobicred;Zapper,,info@karoooutdoor.co.za
jayshrees.co.za,Jayshrees / Rivaz,ZA,Durban,Apparel,101106.91,ZAR,false,Capitec Pay;PayFast;Payflex;PayJustNow;Stitch;Mobicred;Zapper;Instant EFT;Bank Deposit,,onlinesupport@jayshrees.co.za
fabulousflowers.co.za,Fabulous Flowers,ZA,Cape Town,Gifts & Special Events,100046.92,ZAR,false,Capitec Pay;Payflex;Instant EFT;Bank Deposit,,info@fabulousflowers.co.za
elexacademicbookstore.co.za,Elex Academic Bookstore,ZA,Pretoria,Jobs & Education,99671.56,ZAR,false,PayFast;Bank Deposit;Mobicred;Zapper;Payflex,,info@elexacademicbookstore.co.za
dronefishing.com,Drone Fishing - Gannet,ZA,Cape Town,Toys & Hobbies,99476.15,USD,false,PayPal,,sales@dronefishing.com
provincesports.co.za,Province Sports,ZA,Cape Town,Apparel,99150,ZAR,false,Peach Payments;Bank Deposit;SnapScan,,
houseofchess.co.za,houseofchess.co.za,ZA,Johannesburg,Games,99013.57,ZAR,false,Bank Deposit,,orders@houseofchess.co.za
driftersshop.co.za,Drifters Adventure Centre,ZA,Sandton,Sports,98905.39,ZAR,false,PayGate;Bank Deposit,,drifters@tiscali.co.za
purple-carrot.co.za,www.purple-carrot.co.za,ZA,Pretoria,Apparel,97682.32,ZAR,false,Capitec Pay;PayJustNow;Bank Deposit,,shop@purple-carrot.co.za
moreson.co.za,moreson.co.za,ZA,Franschhoek,Food & Drink,97626.85,ZAR,false,Capitec Pay;Zapper;Bank Deposit;Mobicred;Payflex,,
babycouture.co.za,Baby Couture,ZA,Durban,Home & Garden,97111.55,ZAR,false,Stitch;Apple Pay;Google Pay;PayFast;PayJustNow;Peach Payments;Bank Deposit;Mobicred;Zapper;Payflex,,info@babycouture.co.za
macshack.co.za,THE MAC SHACK INC.,ZA,Johannesburg,Consumer Electronics,95643.87,ZAR,false,Peach Payments;Happy Pay;Float;Credit Card;Stitch;Bank Deposit;Payflex;Mobicred,,repair@macshack.co.za
senqu.co.za,Senqu Online– SenquOnline,ZA,Durban,Apparel,95236.18,ZAR,false,PayJustNow;PayGate;Stitch,,
popstrukt.com,Popstrukt,ZA,Paarl,Home & Garden,94742.96,ZAR,false,Capitec Pay;Payflex;PayGate,,info@popstrukt.com
za.glyderapparel.com,Glyder,ZA,,Beauty & Fitness,93605.43,USD,false,PayPal,,
thespace.co.za,thespace.co.za,ZA,Johannesburg,People & Society,93360.81,ZAR,false,PayFast;PayJustNow;Mobicred;Zapper;Payflex,,accounts@thespace.co.za
gpmodels.co.za,gpmodels.co.za,ZA,Boksburg,Toys & Hobbies,92463.9,ZAR,false,Capitec Pay;PayFast;Bank Deposit;Stitch;Mobicred;Zapper;Payflex;Instant EFT,,gpmodels@mweb.co.za
za.vetsak.com,vetsak®,ZA,Cape Town,Home & Garden,88468.54,ZAR,true,Capitec Pay;PayGate;PayFast;Credit Card;PayJustNow;Float,,happiness@vetsak.com
sunstoppers.co.za,Sunstoppers Sunglasses,ZA,Durban,Apparel,88387.01,ZAR,false,PayFast;PayJustNow;Payflex;Zapper,,sunstop@iafrica.com
hairetc.co.za,HairEtc Online Store,ZA,Durban,Beauty & Fitness,88377.53,ZAR,false,PayFast;Payflex;Ozow;Mobicred;Zapper;Bank Deposit;Capitec Pay,,info@hairetc.co.za
hellyhansen.co.za,Helly Hansen South Africa,ZA,Centurion,Apparel,86593.17,ZAR,false,PayFast;Bank Deposit;Mobicred;Zapper;Payflex;Instant EFT,,info@hullabaloo.co.za
futurelight-2.myshopify.com,Futurelight,ZA,Cape Town,Home & Garden,86390.61,ZAR,false,Credit Card,,info@futurelight.co.za
yokico.co.za,Yokico,ZA,Cape Town,Office,85451.64,ZAR,false,Yoco;Apple Pay;Google Pay;Ozow;Instant EFT;Bank Deposit;PayJustNow;PayFast;SnapScan;Zapper;Payflex,,hello@yokico.co.za
dearrae.co.za,Dear Rae Jewellery,ZA,Cape Town,Apparel,84310.11,ZAR,false,Capitec Pay;PayFast;PayJustNow;Payflex;Bank Deposit;Stitch;Instant EFT,,info@dearrae.co
degrendel.co.za,De Grendel Wines,ZA,Cape Town,Food & Drink,83413.2,ZAR,false,PayFast,,info@degrendel.co.za
sirvape.co.za,juice – Sir Vape,ZA,Durban,Smoking & Vaping,82842.43,ZAR,false,Payflex;PayGate;Bank Deposit,,help@sirvape.co.za
fluidlines.co.za,fluidlines.co.za,ZA,Cape Town,Sports,82708.85,ZAR,false,PayFast;Bank Deposit;Mobicred;Zapper;Payflex;Instant EFT,,info@fluidlines.co.za
la-motte.com,La Motte Wine Estate,ZA,Franschhoek,Food & Drink,82679.36,ZAR,false,PayGate;Bank Deposit,,info@la-motte.co.za
sharahair.co.za,Shara Hair,ZA,Johannesburg,Beauty & Fitness,81293.21,ZAR,false,Capitec Pay;PayFast;Mobicred;Zapper;Payflex;PayJustNow,,
shopf1apparel.com,F1 Apparel,ZA,Cape Town,Sports,81211.68,USD,false,PayPal,,info@shopf1apparel.com
feelsilki.com,Silki™,ZA,Cape Town,Beauty & Fitness,81130.14,ZAR,false,Capitec Pay;PayFast;Payflex;PayJustNow;Mobicred;Zapper,,hey@feelsilki.com
nourishd.co.za,Nourish'd Vegan/Plant,ZA,Cape Town,People & Society,80450.66,ZAR,false,Capitec Pay;PayFast;SnapScan;Stitch;Mobicred;Zapper;Payflex;Instant EFT;Bank Deposit,,creative@nourishd.co.za
eagleclothing.co.za,Eagle Clothing,ZA,Boksburg,Apparel,80070.15,ZAR,false,Peach Payments;Credit Card;Mobicred;Instant EFT;Bank Deposit;Payflex;PayJustNow,,info@eagleclothing.co.za
smokeorganic.co.za,Smoke Organic Store,ZA,Cape Town,Smoking & Vaping,79580.92,ZAR,false,Instant EFT;Bank Deposit;Capitec Pay;Payflex,,info@smokeorganic.co.za
fullhouse.co.za,Fullhouse,ZA,Cape Town,Home & Garden,79544.68,ZAR,false,Payflex;PayFast;PayJustNow;Mobicred;Zapper;Instant EFT;Bank Deposit,,online@fullhouse.co.za
modernautoparts.co.za,Modern Auto Parts,ZA,Cape Town,Autos & Vehicles,79544.68,ZAR,false,PayJustNow;Payflex;PayFast;Apple Pay;Google Pay;Float;Credit Card;Stitch;Capitec Pay;Bank Deposit;Instant EFT;Ozow,,info@modernautoparts.co.za
toughees.co.za,Toughees SA,ZA,Johannesburg,Apparel,78847.08,ZAR,false,PayJustNow;Peach Payments;Mobicred,,tougheesza@bata.com
madznails.co.za,Madz Nail & Beauty,ZA,Randburg,Beauty & Fitness,78366.91,ZAR,false,PayJustNow;Bank Deposit,,
lamay.co.za,lamay.co.za,ZA,Krugersdorp,Food & Drink,78276.31,ZAR,false,Peach Payments;Bank Deposit,,info@lamay.co.za
mytoy.co.za,MyToy.co.za,ZA,Centurion,Toys & Hobbies,78276.31,ZAR,false,PayFast;Payflex;Yoco;Bank Deposit;SnapScan;Mobicred;Zapper;Instant EFT,,info@mytoy.co.za
kronecapclassique.co.za,Krone Cap Classique,ZA,Stellenbosch,Food & Drink,78194.78,ZAR,false,PayFast,,info@kronecapclassique.co.za
partnershair.co.za,Partners Hair,ZA,Cape Town,Beauty & Fitness,77624.01,ZAR,false,PayFast;PayJustNow;Payflex;PayGate;Ozow;Happy Pay;Zapper,,hello@partershair.co.za
tsonga.com,tsonga.com,ZA,Pietermaritzburg,Sports,77551.53,ZAR,false,Stitch;Capitec Pay;PayJustNow;PayGate;Happy Pay;Float;Credit Card;Bank Deposit,,customercare@tsonga.com
ahmeds.co.za,Ahmeds Textiles Online Store,ZA,Pretoria,Home & Garden,77370.34,ZAR,false,PayFast;Capitec Pay;Payflex;PayJustNow;Bank Deposit;Mobicred;Zapper,,sales@ahmedstextiles.co.za
hadeco.co.za,hadeco.co.za,ZA,Johannesburg,Home & Garden,76554.96,ZAR,false,PayGate;Bank Deposit,,online@hadeco.co.za
cosmeticsa.co.za,Cosmetics SA,ZA,Krugersdorp,Beauty & Fitness,76319.41,ZAR,false,Capitec Pay;PayFast;Stitch;Instant EFT;Bank Deposit;Payflex,,sales@cosmeticsa.co.za
za-gosmile.glopalstore.com,GO SMILE,ZA,,Health,76283.17,USD,false,PayPal,,
za-shoprichboys.glopalstore.com,za-shoprichboys.glopalstore.com,ZA,,Apparel,76283.17,USD,false,PayPal,,ShopRichBoys@gmail.com
za-golftrainingaids.glopalstore.com,Golf Training Aids,ZA,,Sports,76283.17,USD,false,PayPal,,orders@golftrainingaids.com
za-egardwatches.glopalstore.com,Egard Watch Company,ZA,,Apparel,76283.17,USD,false,PayPal,,info@egardwatches.com
za-frostnyc.glopalstore.com,FrostNYC,ZA,,Apparel,76283.17,USD,true,PayPal,,sales@frostnyc.com
za-privilegedshoes.glopalstore.com,Privileged,ZA,,Apparel,76283.17,USD,false,PayPal,,
za-expresstvparts.glopalstore.com,Express TV Parts UK,ZA,,Consumer Electronics,76283.17,GBP,false,PayPal,,info@expresstvparts.com
za-offthewagonshop.glopalstore.com,Off the Wagon Shop,ZA,,Arts & Entertainment,76283.17,USD,false,PayPal,,
za-dottydungarees.glopalstore.com,Dotty Dungarees Ltd,ZA,,Apparel,76283.17,GBP,false,PayPal,,hello@dottydungarees.com
za-preview3ede3e55.glopalstore.com,www.indieandharper.com,ZA,,Apparel,76283.17,AUD,false,PayPal,,
solarwarehousesa.com,solarwarehousesa.com,ZA,Kempton Park,Business & Industrial,76283.17,ZAR,false,PayFast;Payflex;Yoco;Mobicred;Zapper,,accounts@solarwarehousesa.com
za-2gosystems.glopalstore.com,2GoSystems,ZA,,Apparel:,76283.17,USD,false,PayPal,,service@2gosystems.com
za-butlerluxury.glopalstore.com,Butler Luxury,ZA,,Apparel:,76283.17,USD,false,PayPal,,
importatoy.co.za,Importatoy,ZA,Benoni,Home & Garden,76011.38,ZAR,false,Capitec Pay;PayFast;Instant EFT;Bank Deposit;Mobicred;Zapper;SnapScan;Payflex,,sales@importatoy.co.za
touchwood.biz,touchwood.biz,ZA,Pretoria,Apparel,75993.26,ZAR,false,Capitec Pay;PayFast;Payflex;Bank Deposit;Stitch;Mobicred;Zapper;Instant EFT,,info@touchwood.biz
wigs.co.za,www.wigs.co.za,ZA,Cape Town,Beauty & Fitness,75830.18,ZAR,false,PayFast;PayJustNow;Mobicred;Zapper;Payflex,,info@wigs.co.za
isivunonaturals.com,Isivuno Naturals,ZA,Cape Town,Beauty & Fitness,75648.98,ZAR,false,PayFast;Payflex;Bank Deposit;Mobicred;Zapper,,info@isivunonaturals.com
bensherman.co.za,Ben Sherman South Africa,ZA,Johannesburg,Apparel,75558.39,ZAR,false,PayFast;Payflex;Credit Card;Mobicred;Zapper;Bank Deposit;Happy Pay;PayJustNow;Float,Thu Jul 30 2026 02:00:00 GMT+0200 (South Africa Standard Time),info@bensherman.co.za
parkas.co.za,Parkas South Africa,ZA,Centurion,Apparel,75196,ZAR,false,Capitec Pay;PayFast;Payflex;Float;Credit Card;PayJustNow;Stitch;Mobicred;Zapper;Instant EFT;Bank Deposit,,info@parkas.co.za
pioneerplastics.co.za,Pioneer Plastics,ZA,Pretoria,Business & Industrial,75177.88,ZAR,false,PayFast;PayJustNow;Mobicred;Zapper;Payflex;Instant EFT;Bank Deposit,,sales@pioneerplastics.co.za
labels4school.co.za,Labels4School SA,ZA,Johannesburg,Business & Industrial,75014.8,ZAR,false,Capitec Pay;PayFast;Ozow;Mobicred;Zapper;Payflex,,info@labels4school.co.za
bigblue.co.za,Big Blue Online,ZA,Johannesburg,Apparel,74924.2,ZAR,false,Stitch;Capitec Pay;PayJustNow;Payflex,,online@bigblue.co.za
flexopower.co.za,Flexopower Energies,ZA,Randburg,Autos & Vehicles,74212.29,ZAR,false,Peach Payments;Bank Deposit;Payflex,,info@flexopower.com
bsgautoglass.co.za,BSG Auto Glass,ZA,Johannesburg,Autos & Vehicles,74199.42,ZAR,false,PayGate,,info@bsgautoglass.co.za
livecopper-cbionline.co.za,www.livecopper-cbionline.co.za,ZA,Pietermaritzburg,Computers,74153.92,ZAR,false,PayFast;Ozow;Bank Deposit;Mobicred;Zapper;Payflex,,sales@cbionline.co.za
